archetype_id,archetype_name,dwelling_type,renovation_state,construction_period_id,construction_period,u_value_package_id,u_value_package_source,stock_weight_source,renovation_prevalence_source,renovation_prevalence_status,renovation_prevalence_proxy,renovation_mapping_rule,stock_weight,floor_area_m2,ceiling_height_m,volume_m3,H_W_per_K,UA_W_per_K,C_J_per_K,thermal_mass_kWh_per_K,thermal_mass_Wh_per_C,occupants_per_dwelling,setpoint_awake_C,setpoint_sleep_C,setpoint_away_C,T_min_C,T_max_C,occupant_gain_away_W_per_person,occupant_gain_awake_W_per_person,occupant_gain_sleep_W_per_person,appliance_heat_gain_fraction,lighting_heat_gain_fraction,cooking_heat_gain_fraction,internal_gain_placeholder_W_per_m2,glazing_ratio,g_value,frame_fraction,dirt_factor,incidence_factor,shading_factor,orientation_share_north,orientation_share_east,orientation_share_south,orientation_share_west,ACH50_reference_h_inv,N_factor_default,ACH_inf_default_h_inv,ACH_vent_base_h_inv,ACH_vent_occupied_h_inv,ventilation_type,eta_HRV,cluster_reference,value_source,derivation_note,uncertainty_note
BE_RES_SEMI_2012_PLUS_AS_IS_HP_V1,Semi-detached as-is 2012+ HP,semi_detached,as_is,2012_plus,2012+,tabula_current_2012_plus,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.014324802,143.0,2.5,357.5,144.262,144.262,10000000.0,2.7777777777777777,2777.777777777778,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_2012_plus,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_SEMI_RENOVATED_HP_V1,Semi-detached renovated HP,semi_detached,renovated,all_periods,all periods,current_code_deep_renovation,current Flemish/Walloon EPB envelope levels,Statbel 2024 four-type dwelling share times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.029942004,143.0,2.5,357.5,98.269,98.269,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,25.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.63,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,2.5,20.0,0.125,0.2,0.3,mechanical_extract,0.0,current_code_deep_renovation,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Single explicit renovated archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, Belgian weighted EPC A/B renovation-prevalence proxy, and envelope U-values assigned to a current-code deep-renovation package.","The EPC A/B prevalence proxy is a better documented high-performance-stock proxy than the previous v2 split, but it is not proof that all mapped dwellings meet the exact current-code envelope package."
BE_RES_TERRACED_PRE_1946_AS_IS_HP_V1,Terraced as-is <1946 HP,terraced,as_is,pre_1946,<1946,tabula_current_pre_1946,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.128353775,130.0,2.5,325.0,441.496,441.496,10000000.0,2.7777777777777777,2777.777777777778,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_pre_1946,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_TERRACED_1946_1970_AS_IS_HP_V1,Terraced as-is 1946-1970 HP,terraced,as_is,1946_1970,1946-1970,tabula_current_1946_1970,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.040876998,130.0,2.5,325.0,422.893,422.893,10000000.0,2.7777777777777777,2777.777777777778,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_1946_1970,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_TERRACED_1971_1991_AS_IS_HP_V1,Terraced as-is 1971-1991 HP,terraced,as_is,1971_1991,1971-1991,tabula_current_1971_1991,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.018599034,130.0,2.5,325.0,267.435,267.435,10000000.0,2.7777777777777777,2777.777777777778,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_1971_1991,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_TERRACED_1992_2011_AS_IS_HP_V1,Terraced as-is 1992-2011 HP,terraced,as_is,1992_2011,1992-2011,tabula_current_1992_2011,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.009401710,130.0,2.5,325.0,212.513,212.513,10000000.0,2.7777777777777777,2777.777777777778,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_1992_2011,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_TERRACED_2012_PLUS_AS_IS_HP_V1,Terraced as-is 2012+ HP,terraced,as_is,2012_plus,2012+,tabula_current_2012_plus,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.007153475,130.0,2.5,325.0,116.580,116.580,10000000.0,2.7777777777777777,2777.777777777778,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_2012_plus,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_TERRACED_RENOVATED_HP_V1,Terraced renovated HP,terraced,renovated,all_periods,all periods,current_code_deep_renovation,current Flemish/Walloon EPB envelope levels,Statbel 2024 four-type dwelling share times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.038915008,130.0,2.5,325.0,80.595,80.595,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,25.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.63,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,2.5,20.0,0.125,0.2,0.3,mechanical_extract,0.0,current_code_deep_renovation,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Single explicit renovated archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, Belgian weighted EPC A/B renovation-prevalence proxy, and envelope U-values assigned to a current-code deep-renovation package.","The EPC A/B prevalence proxy is a better documented high-performance-stock proxy than the previous v2 split, but it is not proof that all mapped dwellings meet the exact current-code envelope package."
BE_RES_APT_PRE_1946_AS_IS_HP_V1,Apartment as-is <1946 HP,apartment,as_is,pre_1946,<1946,tabula_current_pre_1946,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.072181924,100.0,2.5,250.0,204.105,204.105,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_pre_1946,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_APT_1946_1970_AS_IS_HP_V1,Apartment as-is 1946-1970 HP,apartment,as_is,1946_1970,1946-1970,tabula_current_1946_1970,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.062967211,100.0,2.5,250.0,199.155,199.155,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_1946_1970,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_APT_1971_1991_AS_IS_HP_V1,Apartment as-is 1971-1991 HP,apartment,as_is,1971_1991,1971-1991,tabula_current_1971_1991,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.039674462,100.0,2.5,250.0,129.250,129.250,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_1971_1991,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_APT_1992_2011_AS_IS_HP_V1,Apartment as-is 1992-2011 HP,apartment,as_is,1992_2011,1992-2011,tabula_current_1992_2011,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.048633211,100.0,2.5,250.0,109.890,109.890,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_1992_2011,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_APT_2012_PLUS_AS_IS_HP_V1,Apartment as-is 2012+ HP,apartment,as_is,2012_plus,2012+,tabula_current_2012_plus,Belgian TABULA current-state construction-element package,Statbel 2024 four-type dwelling share times Statbel 2024 type-specific construction-period mix times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.032507462,100.0,2.5,250.0,59.955,59.955,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,26.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.77,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,6.3,20.0,0.315,0.2,0.5,natural,0.0,as_is_2012_plus,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Age-split as-is archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, construction-period share from Statbel 2024 type-specific building-count age mix, floor area from Belgian TABULA representative type means, and envelope U-values from Belgian TABULA current-state age packages.","Renovation prevalence is mapped from regional EPC A/B distributions to one Belgium-wide proxy because no robust dwelling_type x construction_period x renovation_state matrix is available; apartment age mix uses building-count proxy; ACH50, ventilation, thermal mass, solar factors, and behaviour remain archetype assumptions."
BE_RES_APT_RENOVATED_HP_V1,Apartment renovated HP,apartment,renovated,all_periods,all periods,current_code_deep_renovation,current Flemish/Walloon EPB envelope levels,Statbel 2024 four-type dwelling share times Belgian weighted EPC A/B renovation-prevalence proxy.,inputs/building/renovation_prevalence_epc_mapping.csv::belgium_weighted_epc_ab_proxy,implemented_proxy,0.159946600,Weighted regional EPC high-performance proxy used as the default v3 renovated-stock share. The same share is applied across dwelling types because no robust Belgian dwelling_type x construction_period x renovation_state matrix is available.,0.048735729,100.0,2.5,250.0,42.588,42.588,20000000.0,5.555555555555555,5555.555555555556,2.0,21.0,18.0,16.0,15.0,25.0,0.0,70.0,60.0,0.7,0.85,0.5,3.0,0.16,0.63,1.0,0.95,0.9,0.77,0.2,0.25,0.35,0.2,2.5,20.0,0.125,0.2,0.3,mechanical_extract,0.0,current_code_deep_renovation,statbel_2024_tabula_age_split_epc_ab_renovation_proxy_v2,"Single explicit renovated archetype: top-level dwelling-type share from Statbel 2024 R1-R4 dwelling shares, Belgian weighted EPC A/B renovation-prevalence proxy, and envelope U-values assigned to a current-code deep-renovation package.","The EPC A/B prevalence proxy is a better documented high-performance-stock proxy than the previous v2 split, but it is not proof that all mapped dwellings meet the exact current-code envelope package."
